component_family,category,date,month,year,quarter,demand_units,avg_unit_price,avg_lead_time_weeks,num_orders,market_index
COMP-036,Resistors,2023-12-01,12,2023,4,1367,0.82,4.5,7,100.6
COMP-036,Resistors,2024-01-01,1,2024,1,1350,0.67,5.4,20,100.9
COMP-036,Resistors,2024-02-01,2,2024,1,1446,0.81,5.4,16,99.6
COMP-036,Resistors,2024-03-01,3,2024,1,1410,1.26,5.8,8,105.8
COMP-036,Resistors,2024-04-01,4,2024,2,1230,0.73,5.7,10,108.2
COMP-036,Resistors,2024-05-01,5,2024,2,1478,1.95,6.6,12,105.5
COMP-036,Resistors,2024-06-01,6,2024,2,1683,0.89,5.1,15,111.5
COMP-036,Resistors,2024-07-01,7,2024,3,1534,0.64,4.7,17,109.3
COMP-036,Resistors,2024-08-01,8,2024,3,1394,0.57,2.4,11,112.5
COMP-036,Resistors,2024-09-01,9,2024,3,1391,0.94,2.2,9,107.3
COMP-036,Resistors,2024-10-01,10,2024,4,1976,0.94,3.4,28,108.0
COMP-036,Resistors,2024-11-01,11,2024,4,1767,1.12,1.2,22,107.5
COMP-036,Resistors,2024-12-01,12,2024,4,1799,0.82,3.3,9,104.7
COMP-037,ICs,2022-01-01,1,2022,1,4403,1.04,3.0,83,102.0
COMP-037,ICs,2022-02-01,2,2022,1,5019,0.24,4.5,36,101.6
COMP-037,ICs,2022-03-01,3,2022,1,3221,1.45,5.8,22,105.0
COMP-037,ICs,2022-04-01,4,2022,2,2922,1.45,5.5,22,103.9
COMP-037,ICs,2022-05-01,5,2022,2,2606,1.47,6.9,19,111.7
COMP-037,ICs,2022-06-01,6,2022,2,3934,0.55,5.2,35,106.6
COMP-037,ICs,2022-07-01,7,2022,3,3810,0.77,5.1,27,105.2
COMP-037,ICs,2022-08-01,8,2022,3,4344,1.18,2.9,22,107.0
COMP-037,ICs,2022-09-01,9,2022,3,3837,1.8,2.9,37,110.2
COMP-037,ICs,2022-10-01,10,2022,4,3938,1.55,1.6,76,110.1
COMP-037,ICs,2022-11-01,11,2022,4,4819,1.5,2.5,26,105.2
COMP-037,ICs,2022-12-01,12,2022,4,3875,0.94,4.9,27,101.8
COMP-037,ICs,2023-01-01,1,2023,1,2970,3.25,3.0,23,97.1
COMP-037,ICs,2023-02-01,2,2023,1,3944,0.63,5.9,65,92.2
COMP-037,ICs,2023-03-01,3,2023,1,4503,1.94,7.0,48,98.1
COMP-037,ICs,2023-04-01,4,2023,2,4788,1.03,5.3,80,94.6
COMP-037,ICs,2023-05-01,5,2023,2,3346,1.74,6.6,31,89.5
COMP-037,ICs,2023-06-01,6,2023,2,4714,0.82,4.6,26,93.3
COMP-037,ICs,2023-07-01,7,2023,3,3899,1.76,1.9,19,91.0
COMP-037,ICs,2023-08-01,8,2023,3,4164,1.43,2.1,25,88.8
COMP-037,ICs,2023-09-01,9,2023,3,3408,0.3,3.0,30,92.1
COMP-037,ICs,2023-10-01,10,2023,4,3758,1.46,2.0,33,87.7
COMP-037,ICs,2023-11-01,11,2023,4,3912,0.57,3.2,64,98.6
COMP-037,ICs,2023-12-01,12,2023,4,3482,1.13,1.5,17,99.1
COMP-037,ICs,2024-01-01,1,2024,1,3537,0.67,4.5,24,99.1
COMP-037,ICs,2024-02-01,2,2024,1,4564,1.14,5.2,57,103.7
COMP-037,ICs,2024-03-01,3,2024,1,4304,1.32,6.6,26,108.3
COMP-037,ICs,2024-04-01,4,2024,2,5915,1.36,6.9,30,102.4
COMP-037,ICs,2024-05-01,5,2024,2,4724,1.33,6.0,28,114.7
COMP-037,ICs,2024-06-01,6,2024,2,4215,0.59,4.0,37,109.6
COMP-037,ICs,2024-07-01,7,2024,3,4145,0.99,4.4,78,108.4
COMP-037,ICs,2024-08-01,8,2024,3,3997,1.01,2.0,35,106.0
COMP-037,ICs,2024-09-01,9,2024,3,3862,1.63,3.0,25,109.2
COMP-037,ICs,2024-10-01,10,2024,4,4852,1.33,1.7,24,104.5
COMP-037,ICs,2024-11-01,11,2024,4,5019,0.89,1.8,56,97.2
COMP-037,ICs,2024-12-01,12,2024,4,3994,0.78,4.5,26,102.4
COMP-038,ICs,2022-01-01,1,2022,1,2652,1.44,4.2,50,104.3
COMP-038,ICs,2022-02-01,2,2022,1,3209,0.38,5.5,45,102.4
COMP-038,ICs,2022-03-01,3,2022,1,2519,1.17,6.7,16,106.7
COMP-038,ICs,2022-04-01,4,2022,2,2604,1.24,3.5,15,102.9
COMP-038,ICs,2022-05-01,5,2022,2,2033,1.18,5.0,18,113.7
COMP-038,ICs,2022-06-01,6,2022,2,3007,1.1,4.3,18,108.5
COMP-038,ICs,2022-07-01,7,2022,3,3523,1.16,4.7,19,118.8
COMP-038,ICs,2022-08-01,8,2022,3,2924,0.41,2.6,26,105.1
COMP-038,ICs,2022-09-01,9,2022,3,2868,1.33,1.8,47,105.8
COMP-038,ICs,2022-10-01,10,2022,4,3344,0.74,1.8,36,108.3
COMP-038,ICs,2022-11-01,11,2022,4,3377,0.87,1.0,28,106.0
COMP-038,ICs,2022-12-01,12,2022,4,3656,2.74,3.2,20,102.6
COMP-038,ICs,2023-01-01,1,2023,1,3285,1.13,4.4,24,93.6
COMP-038,ICs,2023-02-01,2,2023,1,3666,2.98,5.3,32,99.6
COMP-038,ICs,2023-03-01,3,2023,1,3870,0.96,4.5,34,91.7
COMP-038,ICs,2023-04-01,4,2023,2,4102,1.62,6.3,36,92.2
COMP-038,ICs,2023-05-01,5,2023,2,3674,1.05,4.4,20,91.5
COMP-038,ICs,2023-06-01,6,2023,2,3584,1.44,4.6,38,93.7
COMP-038,ICs,2023-07-01,7,2023,3,3851,0.44,3.3,22,89.4
COMP-038,ICs,2023-08-01,8,2023,3,3693,2.1,4.6,21,85.4
COMP-038,ICs,2023-09-01,9,2023,3,2992,1.09,1.0,25,88.7
COMP-038,ICs,2023-10-01,10,2023,4,3538,0.6,2.7,44,88.7
COMP-038,ICs,2023-11-01,11,2023,4,3532,0.39,3.5,30,90.7
COMP-038,ICs,2023-12-01,12,2023,4,3975,0.37,1.5,71,106.3
COMP-038,ICs,2024-01-01,1,2024,1,3633,2.42,4.5,47,102.2
COMP-038,ICs,2024-02-01,2,2024,1,3731,0.49,5.0,63,100.0
COMP-038,ICs,2024-03-01,3,2024,1,3995,1.21,7.6,55,106.2
COMP-038,ICs,2024-04-01,4,2024,2,3806,1.67,4.2,39,106.8
COMP-038,ICs,2024-05-01,5,2024,2,4177,0.9,4.4,28,116.0
COMP-038,ICs,2024-06-01,6,2024,2,4235,1.07,5.5,35,111.9
COMP-038,ICs,2024-07-01,7,2024,3,3904,0.77,5.0,45,110.1
COMP-038,ICs,2024-08-01,8,2024,3,3080,0.99,4.7,51,112.2
COMP-038,ICs,2024-09-01,9,2024,3,3677,1.56,1.0,32,114.5
COMP-038,ICs,2024-10-01,10,2024,4,4051,0.94,3.0,41,104.7
COMP-038,ICs,2024-11-01,11,2024,4,4330,1.57,2.0,27,101.0
COMP-038,ICs,2024-12-01,12,2024,4,4148,0.5,2.1,54,100.0
COMP-039,Connectors,2022-01-01,1,2022,1,4972,0.93,2.3,67,98.2
COMP-039,Connectors,2022-02-01,2,2022,1,5331,0.7,6.4,43,104.4
COMP-039,Connectors,2022-03-01,3,2022,1,4639,1.26,5.0,27,106.9
COMP-039,Connectors,2022-04-01,4,2022,2,4294,1.78,5.5,26,103.2
COMP-039,Connectors,2022-05-01,5,2022,2,5611,0.79,5.9,63,108.1
COMP-039,Connectors,2022-06-01,6,2022,2,6791,0.49,5.3,36,104.6
COMP-039,Connectors,2022-07-01,7,2022,3,6556,1.83,4.0,42,108.4
COMP-039,Connectors,2022-08-01,8,2022,3,5544,0.83,3.9,53,107.4
COMP-039,Connectors,2022-09-01,9,2022,3,5504,1.57,2.0,46,105.0
COMP-039,Connectors,2022-10-01,10,2022,4,6134,0.92,2.3,48,106.8
COMP-039,Connectors,2022-11-01,11,2022,4,4960,1.83,1.0,67,105.2
COMP-039,Connectors,2022-12-01,12,2022,4,6588,2.17,2.1,49,101.3
COMP-039,Connectors,2023-01-01,1,2023,1,5364,1.62,4.1,73,95.5
COMP-039,Connectors,2023-02-01,2,2023,1,7458,2.32,3.5,118,100.0
COMP-039,Connectors,2023-03-01,3,2023,1,5956,1.8,4.2,41,94.3
COMP-039,Connectors,2023-04-01,4,2023,2,6088,1.29,4.2,46,89.0
COMP-039,Connectors,2023-05-01,5,2023,2,7064,1.86,5.9,137,89.8
COMP-039,Connectors,2023-06-01,6,2023,2,7210,1.8,3.9,42,87.3
COMP-039,Connectors,2023-07-01,7,2023,3,5672,1.81,4.5,110,84.6
COMP-039,Connectors,2023-08-01,8,2023,3,5973,0.49,3.0,47,88.2
COMP-039,Connectors,2023-09-01,9,2023,3,5803,0.95,4.1,88,87.2
COMP-039,Connectors,2023-10-01,10,2023,4,4967,0.83,2.5,28,94.6
COMP-039,Connectors,2023-11-01,11,2023,4,7362,1.24,2.0,47,90.8
COMP-039,Connectors,2023-12-01,12,2023,4,8323,1.51,2.7,44,96.9
COMP-039,Connectors,2024-01-01,1,2024,1,5267,1.11,4.4,27,98.7
COMP-039,Connectors,2024-02-01,2,2024,1,4659,1.43,3.1,59,98.5
COMP-039,Connectors,2024-03-01,3,2024,1,5793,0.86,5.3,41,107.4
COMP-039,Connectors,2024-04-01,4,2024,2,6431,1.05,6.0,65,109.2
COMP-039,Connectors,2024-05-01,5,2024,2,6588,0.65,5.7,50,108.3
COMP-039,Connectors,2024-06-01,6,2024,2,7217,1.5,3.7,133,108.7
COMP-039,Connectors,2024-07-01,7,2024,3,6260,1.12,4.1,39,111.0
COMP-039,Connectors,2024-08-01,8,2024,3,6578,1.6,4.8,129,109.7
COMP-039,Connectors,2024-09-01,9,2024,3,6907,1.11,1.5,61,107.8
COMP-039,Connectors,2024-10-01,10,2024,4,6194,1.11,1.6,36,105.9
COMP-039,Connectors,2024-11-01,11,2024,4,7045,0.78,3.6,36,102.9
COMP-039,Connectors,2024-12-01,12,2024,4,6822,0.68,2.4,82,105.0
COMP-040,ICs,2022-01-01,1,2022,1,800,0.49,4.3,7,98.2
COMP-040,ICs,2022-02-01,2,2022,1,844,2.06,6.3,4,104.6
COMP-040,ICs,2022-03-01,3,2022,1,610,0.53,5.9,5,110.8
COMP-040,ICs,2022-04-01,4,2022,2,612,0.49,7.6,6,108.6
COMP-040,ICs,2022-05-01,5,2022,2,506,2.06,6.8,4,111.3
COMP-040,ICs,2022-06-01,6,2022,2,714,0.91,6.5,5,114.0
COMP-040,ICs,2022-07-01,7,2022,3,746,1.28,4.9,5,116.4
COMP-040,ICs,2022-08-01,8,2022,3,750,1.32,4.9,5,108.0
COMP-040,ICs,2022-09-01,9,2022,3,915,0.71,2.4,16,111.1
COMP-040,ICs,2022-10-01,10,2022,4,707,1.05,3.1,5,103.7
COMP-040,ICs,2022-11-01,11,2022,4,796,1.12,1.8,4,111.1
COMP-040,ICs,2022-12-01,12,2022,4,799,1.3,4.3,5,105.6
COMP-040,ICs,2023-01-01,1,2023,1,663,0.88,4.2,5,104.2
COMP-040,ICs,2023-02-01,2,2023,1,810,0.65,4.7,14,94.5
COMP-040,ICs,2023-03-01,3,2023,1,744,0.86,5.8,5,99.0
COMP-040,ICs,2023-04-01,4,2023,2,640,1.68,7.4,3,92.3
COMP-040,ICs,2023-05-01,5,2023,2,718,0.42,4.1,4,100.6
COMP-040,ICs,2023-06-01,6,2023,2,627,1.12,5.0,3,88.3
COMP-040,ICs,2023-07-01,7,2023,3,751,0.63,2.6,3,87.0
COMP-040,ICs,2023-08-01,8,2023,3,856,1.33,3.1,4,93.0
COMP-040,ICs,2023-09-01,9,2023,3,819,1.18,1.8,8,90.8
COMP-040,ICs,2023-10-01,10,2023,4,903,0.76,2.7,7,93.8
COMP-040,ICs,2023-11-01,11,2023,4,769,1.24,3.1,5,98.1
COMP-040,ICs,2023-12-01,12,2023,4,971,1.35,3.8,8,99.7
COMP-040,ICs,2024-01-01,1,2024,1,934,1.19,4.4,16,98.9
COMP-040,ICs,2024-02-01,2,2024,1,814,1.14,4.1,4,102.2
COMP-040,ICs,2024-03-01,3,2024,1,739,2.27,5.8,5,103.4
COMP-040,ICs,2024-04-01,4,2024,2,739,0.91,3.2,8,109.9
COMP-040,ICs,2024-05-01,5,2024,2,919,1.74,7.8,8,110.8
COMP-040,ICs,2024-06-01,6,2024,2,1047,0.76,3.5,9,110.6
COMP-040,ICs,2024-07-01,7,2024,3,860,2.35,4.8,4,110.7
COMP-040,ICs,2024-08-01,8,2024,3,613,1.7,4.2,6,113.7
COMP-040,ICs,2024-09-01,9,2024,3,790,1.98,2.1,7,108.8
COMP-040,ICs,2024-10-01,10,2024,4,935,0.77,2.1,12,103.7
COMP-040,ICs,2024-11-01,11,2024,4,1072,0.66,2.3,6,103.2
COMP-040,ICs,2024-12-01,12,2024,4,957,1.71,3.5,6,105.8
COMP-041,Capacitors,2022-01-01,1,2022,1,1071,1.44,3.4,5,103.9
COMP-041,Capacitors,2022-02-01,2,2022,1,1125,1.18,4.5,12,100.3
COMP-041,Capacitors,2022-03-01,3,2022,1,833,0.84,4.9,9,103.1
COMP-041,Capacitors,2022-04-01,4,2022,2,816,2.09,6.0,7,106.8
COMP-041,Capacitors,2022-05-01,5,2022,2,806,0.72,6.8,5,111.6
COMP-041,Capacitors,2022-06-01,6,2022,2,1118,1.25,5.2,5,108.4
COMP-041,Capacitors,2022-07-01,7,2022,3,1191,2.48,3.9,8,111.9
COMP-041,Capacitors,2022-08-01,8,2022,3,1132,0.96,3.0,7,107.2
COMP-041,Capacitors,2022-09-01,9,2022,3,1057,1.89,2.1,19,106.7
COMP-041,Capacitors,2022-10-01,10,2022,4,1089,0.35,2.9,12,114.3
COMP-041,Capacitors,2022-11-01,11,2022,4,1138,0.85,3.7,9,102.9
COMP-041,Capacitors,2022-12-01,12,2022,4,1241,0.83,2.9,19,102.5
COMP-041,Capacitors,2023-01-01,1,2023,1,1151,0.98,5.2,7,96.8
COMP-041,Capacitors,2023-02-01,2,2023,1,1045,2.64,5.0,8,100.0
COMP-041,Capacitors,2023-03-01,3,2023,1,1032,0.64,5.9,11,93.7
COMP-041,Capacitors,2023-04-01,4,2023,2,1174,0.72,4.9,15,90.6
COMP-041,Capacitors,2023-05-01,5,2023,2,1037,1.24,6.2,6,82.2
COMP-041,Capacitors,2023-06-01,6,2023,2,1122,1.31,5.0,12,90.1
COMP-041,Capacitors,2023-07-01,7,2023,3,949,0.69,4.2,6,84.2
COMP-041,Capacitors,2023-08-01,8,2023,3,1031,0.66,1.7,7,87.4
COMP-041,Capacitors,2023-09-01,9,2023,3,933,0.9,1.8,5,92.1
COMP-041,Capacitors,2023-10-01,10,2023,4,1059,1.98,1.6,12,96.6
COMP-041,Capacitors,2023-11-01,11,2023,4,1239,1.37,4.6,6,99.2
COMP-041,Capacitors,2023-12-01,12,2023,4,1032,0.77,4.2,8,97.4
COMP-041,Capacitors,2024-01-01,1,2024,1,916,1.23,4.9,12,97.3
COMP-041,Capacitors,2024-02-01,2,2024,1,905,0.68,6.3,8,99.7
COMP-041,Capacitors,2024-03-01,3,2024,1,961,1.11,5.2,6,108.5
COMP-041,Capacitors,2024-04-01,4,2024,2,972,1.48,6.3,8,109.8
COMP-041,Capacitors,2024-05-01,5,2024,2,965,1.45,6.8,6,107.0
COMP-041,Capacitors,2024-06-01,6,2024,2,960,2.19,4.2,11,114.2
COMP-041,Capacitors,2024-07-01,7,2024,3,950,1.03,3.6,6,104.3
COMP-041,Capacitors,2024-08-01,8,2024,3,965,1.05,3.4,5,112.4
COMP-041,Capacitors,2024-09-01,9,2024,3,829,0.64,2.0,13,109.6
COMP-041,Capacitors,2024-10-01,10,2024,4,996,1.19,2.2,6,106.5
COMP-041,Capacitors,2024-11-01,11,2024,4,1060,0.99,1.0,11,104.0
COMP-041,Capacitors,2024-12-01,12,2024,4,1245,1.28,3.6,9,104.4
COMP-042,Capacitors,2022-01-01,1,2022,1,1860,2.63,4.8,9,102.4
COMP-042,Capacitors,2022-02-01,2,2022,1,2114,1.35,6.0,20,103.0
COMP-042,Capacitors,2022-03-01,3,2022,1,1373,0.81,6.0,9,107.9
COMP-042,Capacitors,2022-04-01,4,2022,2,1385,0.61,6.1,10,103.5
COMP-042,Capacitors,2022-05-01,5,2022,2,1376,0.9,5.2,23,106.3
COMP-042,Capacitors,2022-06-01,6,2022,2,1900,0.9,5.1,32,111.6
COMP-042,Capacitors,2022-07-01,7,2022,3,1846,1.86,4.7,25,111.6
COMP-042,Capacitors,2022-08-01,8,2022,3,1569,1.59,5.1,26,110.7
COMP-042,Capacitors,2022-09-01,9,2022,3,1540,1.88,1.0,7,110.2
COMP-042,Capacitors,2022-10-01,10,2022,4,1422,0.62,2.5,19,100.4
COMP-042,Capacitors,2022-11-01,11,2022,4,1519,0.8,2.4,7,105.1
COMP-042,Capacitors,2022-12-01,12,2022,4,1690,0.57,3.2,23,103.4
COMP-042,Capacitors,2023-01-01,1,2023,1,1636,0.78,2.3,15,100.6
COMP-042,Capacitors,2023-02-01,2,2023,1,1693,0.78,5.9,8,98.1
COMP-042,Capacitors,2023-03-01,3,2023,1,1773,0.39,3.8,14,97.6
COMP-042,Capacitors,2023-04-01,4,2023,2,1750,0.65,7.0,9,96.4
COMP-042,Capacitors,2023-05-01,5,2023,2,1703,1.6,4.1,11,89.2
COMP-042,Capacitors,2023-06-01,6,2023,2,1662,2.14,4.0,11,89.0
COMP-042,Capacitors,2023-07-01,7,2023,3,1549,1.07,1.2,10,93.1
COMP-042,Capacitors,2023-08-01,8,2023,3,1292,1.17,2.6,9,86.2
COMP-042,Capacitors,2023-09-01,9,2023,3,1288,0.93,1.5,9,91.4
COMP-042,Capacitors,2023-10-01,10,2023,4,1423,0.68,2.1,7,91.6
COMP-042,Capacitors,2023-11-01,11,2023,4,1354,0.74,2.9,15,91.0
COMP-042,Capacitors,2023-12-01,12,2023,4,1589,0.69,2.2,12,94.8
COMP-042,Capacitors,2024-01-01,1,2024,1,1319,1.22,4.0,17,104.0
COMP-042,Capacitors,2024-02-01,2,2024,1,1472,0.72,4.3,27,107.5
COMP-042,Capacitors,2024-03-01,3,2024,1,1715,0.74,5.9,28,103.0
COMP-042,Capacitors,2024-04-01,4,2024,2,1550,0.81,6.4,27,102.8
COMP-042,Capacitors,2024-05-01,5,2024,2,1423,1.97,5.5,21,105.6
COMP-042,Capacitors,2024-06-01,6,2024,2,1587,1.27,4.8,18,105.6
COMP-042,Capacitors,2024-07-01,7,2024,3,1407,2.11,4.0,7,110.8
COMP-042,Capacitors,2024-08-01,8,2024,3,1287,1.44,1.8,8,109.6
COMP-042,Capacitors,2024-09-01,9,2024,3,1090,0.94,3.5,11,110.6
COMP-042,Capacitors,2024-10-01,10,2024,4,1149,1.85,1.1,15,105.1
COMP-042,Capacitors,2024-11-01,11,2024,4,1207,0.9,2.8,12,102.9
COMP-042,Capacitors,2024-12-01,12,2024,4,1313,0.22,3.7,7,100.6
COMP-043,Capacitors,2022-01-01,1,2022,1,17054,1.05,3.9,164,95.3
COMP-043,Capacitors,2022-02-01,2,2022,1,14409,0.82,4.9,130,106.0
COMP-043,Capacitors,2022-03-01,3,2022,1,12076,1.02,6.2,129,107.4
COMP-043,Capacitors,2022-04-01,4,2022,2,9315,0.79,6.8,86,106.9
COMP-043,Capacitors,2022-05-01,5,2022,2,13238,1.2,4.2,66,107.4
COMP-043,Capacitors,2022-06-01,6,2022,2,13274,1.72,4.8,78,111.0
COMP-043,Capacitors,2022-07-01,7,2022,3,15953,1.45,4.6,202,111.8
COMP-043,Capacitors,2022-08-01,8,2022,3,13172,1.12,1.7,117,109.7
COMP-043,Capacitors,2022-09-01,9,2022,3,13923,0.36,2.9,114,108.7
COMP-043,Capacitors,2022-10-01,10,2022,4,14366,1.06,2.8,76,106.3
COMP-043,Capacitors,2022-11-01,11,2022,4,13635,1.1,3.3,131,104.2
COMP-043,Capacitors,2022-12-01,12,2022,4,13091,1.1,2.9,95,100.7
COMP-043,Capacitors,2023-01-01,1,2023,1,16174,0.39,6.0,109,100.5
COMP-043,Capacitors,2023-02-01,2,2023,1,11797,0.42,5.0,85,94.0
COMP-043,Capacitors,2023-03-01,3,2023,1,11866,0.91,5.4,63,95.6
COMP-043,Capacitors,2023-04-01,4,2023,2,11392,0.63,5.4,76,92.0
COMP-043,Capacitors,2023-05-01,5,2023,2,17669,0.72,5.9,137,91.0
COMP-043,Capacitors,2023-06-01,6,2023,2,14330,0.65,4.4,113,88.6
COMP-043,Capacitors,2023-07-01,7,2023,3,14646,1.14,4.5,76,90.0
COMP-043,Capacitors,2023-08-01,8,2023,3,12494,1.71,2.6,84,88.9
COMP-043,Capacitors,2023-09-01,9,2023,3,10098,0.85,1.9,63,91.3
COMP-043,Capacitors,2023-10-01,10,2023,4,13346,0.69,1.6,104,93.9
COMP-043,Capacitors,2023-11-01,11,2023,4,12158,1.46,1.8,91,92.1
COMP-043,Capacitors,2023-12-01,12,2023,4,12384,1.08,1.3,70,96.5
COMP-043,Capacitors,2024-01-01,1,2024,1,14769,0.78,5.6,116,98.4
COMP-043,Capacitors,2024-02-01,2,2024,1,11943,2.3,4.6,100,107.0
COMP-043,Capacitors,2024-03-01,3,2024,1,17390,1.08,4.5,115,109.0
COMP-043,Capacitors,2024-04-01,4,2024,2,16385,1.16,6.4,161,110.1
COMP-043,Capacitors,2024-05-01,5,2024,2,15654,2.13,6.3,311,109.2
COMP-043,Capacitors,2024-06-01,6,2024,2,15652,1.93,4.2,90,113.6
COMP-043,Capacitors,2024-07-01,7,2024,3,12782,0.42,3.4,164,112.4
COMP-043,Capacitors,2024-08-01,8,2024,3,12496,2.6,1.3,226,110.0
COMP-043,Capacitors,2024-09-01,9,2024,3,9956,0.86,1.6,154,108.4
COMP-043,Capacitors,2024-10-01,10,2024,4,14363,1.86,2.1,104,106.6
COMP-043,Capacitors,2024-11-01,11,2024,4,12735,0.72,3.0,66,106.2
COMP-043,Capacitors,2024-12-01,12,2024,4,12193,0.8,3.8,62,100.4
COMP-044,ICs,2022-01-01,1,2022,1,636,1.01,4.3,9,98.4
COMP-044,ICs,2022-02-01,2,2022,1,722,1.53,6.6,6,98.4
COMP-044,ICs,2022-03-01,3,2022,1,448,2.01,6.4,2,104.9
COMP-044,ICs,2022-04-01,4,2022,2,450,0.99,7.5,3,109.2
COMP-044,ICs,2022-05-01,5,2022,2,544,1.63,5.5,7,111.1
COMP-044,ICs,2022-06-01,6,2022,2,645,1.22,5.3,3,112.8
COMP-044,ICs,2022-07-01,7,2022,3,673,0.89,3.1,3,113.6
COMP-044,ICs,2022-08-01,8,2022,3,604,2.96,3.1,3,110.0
COMP-044,ICs,2022-09-01,9,2022,3,640,0.93,3.4,10,102.9
COMP-044,ICs,2022-10-01,10,2022,4,732,1.05,1.8,5,103.0
COMP-044,ICs,2022-11-01,11,2022,4,690,1.03,1.0,7,106.4
COMP-044,ICs,2022-12-01,12,2022,4,663,1.98,2.2,4,107.5
COMP-044,ICs,2023-01-01,1,2023,1,576,1.33,3.8,9,102.2
COMP-044,ICs,2023-02-01,2,2023,1,726,0.79,5.5,7,96.1
COMP-044,ICs,2023-03-01,3,2023,1,747,1.41,6.6,4,95.9
COMP-044,ICs,2023-04-01,4,2023,2,715,1.68,6.5,12,92.8
COMP-044,ICs,2023-05-01,5,2023,2,726,1.15,4.6,3,94.6
COMP-044,ICs,2023-06-01,6,2023,2,698,0.62,7.2,3,89.5
COMP-044,ICs,2023-07-01,7,2023,3,667,0.97,3.6,7,90.8
COMP-044,ICs,2023-08-01,8,2023,3,703,1.35,5.3,11,88.4
COMP-044,ICs,2023-09-01,9,2023,3,617,2.6,2.0,3,87.5
COMP-044,ICs,2023-10-01,10,2023,4,772,0.63,1.0,8,84.4
COMP-044,ICs,2023-11-01,11,2023,4,761,2.67,2.4,7,92.9
COMP-044,ICs,2023-12-01,12,2023,4,732,1.84,2.2,4,93.9
COMP-044,ICs,2024-01-01,1,2024,1,735,2.15,5.9,5,98.5
COMP-044,ICs,2024-02-01,2,2024,1,898,2.41,5.5,13,100.8
COMP-044,ICs,2024-03-01,3,2024,1,782,0.54,5.5,6,100.8
COMP-044,ICs,2024-04-01,4,2024,2,846,0.47,6.9,4,107.6
COMP-044,ICs,2024-05-01,5,2024,2,824,0.57,4.7,14,108.0
COMP-044,ICs,2024-06-01,6,2024,2,814,0.87,3.0,4,105.6
COMP-044,ICs,2024-07-01,7,2024,3,682,0.48,2.9,8,108.4
COMP-044,ICs,2024-08-01,8,2024,3,799,1.83,3.7,4,110.7
COMP-044,ICs,2024-09-01,9,2024,3,681,0.86,2.8,5,107.6
COMP-044,ICs,2024-10-01,10,2024,4,729,0.65,1.4,13,105.0
COMP-044,ICs,2024-11-01,11,2024,4,781,1.84,3.4,15,105.9
COMP-044,ICs,2024-12-01,12,2024,4,830,1.43,2.7,8,99.9
COMP-045,Capacitors,2022-01-01,1,2022,1,3202,3.11,3.7,59,97.4
COMP-045,Capacitors,2022-02-01,2,2022,1,3722,1.18,5.3,31,104.6
COMP-045,Capacitors,2022-03-01,3,2022,1,2358,1.06,4.7,13,103.4
COMP-045,Capacitors,2022-04-01,4,2022,2,2651,1.61,5.4,18,108.2
COMP-045,Capacitors,2022-05-01,5,2022,2,2575,2.6,6.2,15,107.6
COMP-045,Capacitors,2022-06-01,6,2022,2,3694,0.74,5.1,25,106.4
COMP-045,Capacitors,2022-07-01,7,2022,3,3600,1.29,5.3,21,107.3
COMP-045,Capacitors,2022-08-01,8,2022,3,3901,0.95,2.4,58,110.2
COMP-045,Capacitors,2022-09-01,9,2022,3,3553,1.63,2.1,18,102.1
COMP-045,Capacitors,2022-10-01,10,2022,4,4109,1.2,1.1,45,103.9
COMP-045,Capacitors,2022-11-01,11,2022,4,4961,1.36,1.0,60,104.1
COMP-045,Capacitors,2022-12-01,12,2022,4,3742,0.87,5.0,25,104.0
COMP-045,Capacitors,2023-01-01,1,2023,1,4737,0.46,2.6,31,102.1
COMP-045,Capacitors,2023-02-01,2,2023,1,4348,1.12,4.1,54,103.3
COMP-045,Capacitors,2023-03-01,3,2023,1,4375,0.65,5.7,30,91.8
COMP-045,Capacitors,2023-04-01,4,2023,2,4694,1.69,5.8,50,91.7
COMP-045,Capacitors,2023-05-01,5,2023,2,4337,0.95,5.9,35,91.8
COMP-045,Capacitors,2023-06-01,6,2023,2,4466,0.53,1.6,34,84.8
COMP-045,Capacitors,2023-07-01,7,2023,3,4163,0.51,2.9,35,89.4
COMP-045,Capacitors,2023-08-01,8,2023,3,4445,1.21,3.5,80,82.7
COMP-045,Capacitors,2023-09-01,9,2023,3,3957,2.22,3.3,33,90.9
COMP-045,Capacitors,2023-10-01,10,2023,4,3975,0.63,2.1,25,96.3
COMP-045,Capacitors,2023-11-01,11,2023,4,4089,0.5,1.0,31,91.1
COMP-045,Capacitors,2023-12-01,12,2023,4,5382,0.84,2.1,83,96.1
COMP-045,Capacitors,2024-01-01,1,2024,1,4741,0.89,6.0,75,100.7
COMP-045,Capacitors,2024-02-01,2,2024,1,5584,0.9,5.8,39,99.7
COMP-045,Capacitors,2024-03-01,3,2024,1,5352,0.86,6.2,33,104.8
COMP-045,Capacitors,2024-04-01,4,2024,2,5790,1.6,6.8,32,96.8
COMP-045,Capacitors,2024-05-01,5,2024,2,5555,1.22,5.8,74,114.4
COMP-045,Capacitors,2024-06-01,6,2024,2,4833,1.71,4.0,26,107.3
COMP-045,Capacitors,2024-07-01,7,2024,3,5232,1.6,6.0,37,109.0
COMP-045,Capacitors,2024-08-01,8,2024,3,4328,0.52,4.3,29,104.4
COMP-045,Capacitors,2024-09-01,9,2024,3,5077,0.93,2.0,44,106.7
