component_id,category,manufacturer,package_type,years_since_introduction,technology_node_nm,num_alternative_parts,num_authorized_distributors,monthly_demand_units,demand_trend_6m,demand_trend_12m,avg_lead_time_weeks,lead_time_increase_pct,price_trend_6m,num_pcn_notices,last_pcn_months_ago,manufacturer_financial_health,num_design_wins,cross_reference_count,rohs_compliant,automotive_qualified,military_grade,lifecycle_stage,will_go_eol_12m
CMP-00163,Connectors,TDK,SOT-23,20.1,40,1,4,186,0.035,-0.108,9.1,3.1,,0,6.0,73.7,3,3,0,0,0,Last Buy,0
CMP-00164,Semiconductors,Intel,CSP,9.3,130,3,3,463,0.16,-0.155,6.5,19.6,0.055,0,29.0,83.4,8,5,1,1,0,Last Buy,0
CMP-00165,Transistors,ON Semi,CSP,10.9,28,5,6,1053,-0.081,0.107,34.8,-2.0,-0.107,0,35.0,61.4,6,2,0,0,0,Mature,0
CMP-00166,Capacitors,ON Semi,QFP,14.4,10,10,4,63,0.103,-0.284,6.4,21.2,-0.133,0,15.0,48.7,9,4,1,1,0,EOL Announced,1
CMP-00167,Semiconductors,ON Semi,DIP,3.5,28,1,9,8439,-0.04,0.149,7.3,-17.9,-0.005,0,37.0,65.9,15,4,1,0,0,Mature,0
CMP-00168,Semiconductors,TDK,DIP,0.5,250,2,2,161,0.109,0.191,24.4,3.2,0.024,1,21.0,67.7,8,3,1,1,1,Active,0
CMP-00169,Connectors,Microchip,SMD-0805,7.8,90,4,5,1036,-0.01,0.189,14.1,6.8,0.0,0,6.0,69.9,21,2,1,0,0,Last Buy,0
CMP-00170,Inductors,NXP,SOIC,1.7,180,4,7,390,-0.149,-0.293,6.7,6.3,0.072,1,35.0,55.6,8,4,1,1,0,Active,0
CMP-00171,Semiconductors,Murata,BGA,6.7,90,2,7,178,-0.371,-0.074,11.7,14.6,0.073,2,2.0,61.6,6,3,1,0,0,Active,0
CMP-00172,Connectors,TDK,SMD-0402,10.8,65,6,8,412,-0.084,0.039,7.0,14.8,-0.098,0,10.0,46.6,7,3,1,0,0,Mature,0
CMP-00173,Capacitors,Intel,TSSOP,12.2,14,4,5,4133,0.007,0.152,11.3,11.5,-0.021,1,10.0,90.6,17,1,1,1,0,Declining,0
CMP-00174,Inductors,Vishay,SMD-0805,2.9,28,3,6,161,0.113,-0.154,10.5,-5.7,0.005,0,14.0,56.2,24,3,0,0,0,Active,0
CMP-00175,Semiconductors,Renesas,CSP,5.7,65,7,6,387,-0.209,-0.12,5.7,16.5,0.077,0,25.0,88.6,2,8,1,0,0,Declining,0
CMP-00176,Inductors,NXP,SMD-0402,7.8,130,4,2,28683,-0.119,-0.168,14.9,-5.8,0.138,0,2.0,93.7,21,5,0,1,1,Mature,0
CMP-00177,Resistors,Broadcom,QFN,13.7,28,3,2,225,-0.193,0.091,7.7,-3.3,-0.137,2,23.0,83.4,49,1,1,1,0,EOL Announced,1
CMP-00178,ICs,ROHM,TO-220,11.5,14,5,7,1231,-0.246,-0.07,3.6,13.2,-0.175,2,11.0,75.9,1,1,1,0,0,Declining,0
CMP-00179,Semiconductors,NXP,SMD-0805,30.0,65,3,7,4162,0.159,-0.056,17.2,-3.2,-0.055,0,6.0,73.4,10,4,1,1,1,EOL Announced,1
CMP-00180,Capacitors,Vishay,TSSOP,0.5,22,3,3,1324,0.02,0.119,12.5,-10.8,-0.079,0,30.0,57.8,39,3,0,1,0,Active,0
CMP-00181,Semiconductors,Texas Instruments,QFN,4.6,65,3,5,23,0.266,0.247,5.8,7.6,-0.141,0,12.0,59.2,47,1,1,1,0,Active,0
CMP-00182,ICs,STMicro,SOT-23,2.4,28,2,5,2332,-0.114,-0.269,17.9,-2.5,,0,29.0,67.0,6,4,1,0,0,Mature,0
CMP-00183,Transistors,Murata,SMD-0805,1.0,22,4,3,224,0.103,-0.078,19.3,1.6,-0.059,1,5.0,100.0,10,6,1,1,1,Active,0
CMP-00184,Capacitors,Murata,CSP,19.4,40,5,4,2474,-0.205,0.384,12.2,11.0,0.191,1,33.0,82.3,21,2,1,1,0,EOL Announced,1
CMP-00185,Inductors,ROHM,SOIC,30.0,65,4,3,801,0.159,0.132,16.2,22.1,-0.047,0,2.0,91.8,11,2,1,1,0,EOL Announced,1
CMP-00186,Diodes,Texas Instruments,SOIC,1.6,65,2,2,581,-0.165,-0.181,5.5,9.7,0.005,0,60.0,,1,1,0,0,0,Active,0
CMP-00187,Connectors,STMicro,DIP,0.5,22,2,6,74490,-0.077,-0.244,18.3,0.3,0.091,0,25.0,97.7,4,1,0,1,0,Mature,0
CMP-00188,Connectors,Murata,SOT-23,2.6,180,6,7,666,-0.02,-0.14,12.2,9.6,,0,19.0,72.1,4,2,1,1,0,Active,0
CMP-00189,Capacitors,Intel,CSP,14.4,14,5,4,789,0.086,-0.259,31.1,13.9,,2,8.0,75.5,21,3,1,1,0,EOL Announced,1
CMP-00190,Semiconductors,Samsung,DIP,2.8,10,7,5,1971,0.106,-0.038,3.9,28.4,0.283,0,19.0,79.9,16,5,1,0,0,Active,0
CMP-00191,Transistors,Samsung,SMD-0402,0.5,65,5,6,80,0.092,-0.347,10.4,4.8,-0.057,0,42.0,75.3,3,3,1,1,0,Active,0
CMP-00192,Transistors,Murata,QFP,0.5,14,8,6,638,0.084,-0.047,6.5,-9.4,-0.054,0,5.0,49.7,3,2,1,1,0,Active,0
CMP-00193,Inductors,Broadcom,BGA,4.5,40,1,7,1120,0.089,0.033,8.3,-20.0,0.011,0,9.0,78.2,1,3,0,0,1,Mature,0
CMP-00194,Capacitors,Infineon,SOT-23,21.5,250,2,5,1684,-0.032,-0.38,11.6,11.0,-0.042,0,2.0,94.6,5,2,1,1,0,EOL Announced,1
CMP-00195,Capacitors,Murata,TO-220,2.7,90,7,2,466,0.093,-0.262,9.0,4.1,0.027,1,18.0,61.9,14,2,1,0,0,Active,0
CMP-00196,Diodes,Renesas,CSP,4.5,65,4,6,101,-0.067,0.474,7.2,4.4,0.05,1,9.0,69.4,4,2,1,1,0,Mature,0
CMP-00197,Transistors,Renesas,BGA,0.9,65,9,8,3718,-0.047,0.069,7.4,-20.0,-0.044,1,31.0,81.9,4,3,1,0,0,Active,0
CMP-00198,Transistors,Vishay,BGA,5.4,22,4,7,7167,-0.04,0.077,32.0,20.0,0.261,0,2.0,59.3,66,6,0,1,0,Active,0
CMP-00199,Diodes,Vishay,CSP,9.5,40,5,5,220,-0.128,-0.121,13.8,-7.5,-0.164,0,3.0,54.1,33,4,1,1,0,Declining,0
CMP-00200,Inductors,Broadcom,CSP,2.5,28,3,5,11167,0.09,-0.015,4.3,10.9,0.071,0,7.0,94.4,0,4,1,0,0,Active,0
CMP-00201,Semiconductors,Renesas,SMD-0603,2.8,250,4,8,929,0.111,0.195,7.2,29.6,-0.072,1,7.0,62.2,20,5,1,1,0,Active,0
CMP-00202,Semiconductors,Analog Devices,CSP,14.8,22,4,7,163,0.024,-0.246,15.9,-11.4,0.009,2,22.0,80.7,14,1,1,0,1,Declining,0
CMP-00203,Transistors,STMicro,TSSOP,0.5,40,4,5,1026,-0.21,-0.189,10.6,19.8,0.001,0,9.0,49.6,4,1,0,0,0,Active,0
CMP-00204,Connectors,ON Semi,SMD-0805,8.1,180,5,6,91,0.159,-0.052,13.1,-1.3,-0.047,0,14.0,68.5,12,2,0,1,0,Mature,0
CMP-00205,Semiconductors,NXP,TO-220,4.0,90,3,6,3727,-0.066,-0.185,18.0,7.1,0.069,0,14.0,81.0,16,6,1,1,0,Active,0
CMP-00206,Semiconductors,Intel,SOT-23,2.8,250,2,4,2016,0.08,-0.197,4.2,13.5,0.057,1,5.0,60.9,3,2,1,0,0,Active,0
CMP-00207,Inductors,Texas Instruments,DIP,8.6,65,2,4,130,0.079,0.474,17.2,-7.3,0.134,0,46.0,82.5,3,3,1,0,0,Mature,0
CMP-00208,Semiconductors,Microchip,SMD-0402,14.4,28,6,7,96,,0.177,23.4,10.1,0.157,0,4.0,100.0,0,1,1,1,0,Last Buy,0
CMP-00209,Semiconductors,Murata,SMD-0805,6.5,130,7,2,13,0.017,-0.008,4.7,6.5,0.055,0,21.0,94.9,4,1,0,0,0,Active,0
CMP-00210,Connectors,ON Semi,CSP,0.5,28,3,3,497,0.028,0.097,13.7,1.4,-0.08,0,11.0,76.1,2,1,1,1,0,Active,0
CMP-00211,Inductors,ON Semi,SMD-0603,5.0,22,8,2,340,0.259,-0.337,2.9,3.3,,0,14.0,47.6,13,6,1,0,0,Mature,0
CMP-00212,Inductors,Intel,SMD-0402,5.0,90,6,2,617,-0.088,0.056,14.1,0.1,-0.076,0,21.0,96.5,41,4,1,1,1,Mature,0
CMP-00213,Capacitors,Texas Instruments,SOT-23,6.3,65,3,6,271,0.196,-0.226,14.5,-13.9,0.116,0,57.0,95.7,9,4,1,0,0,Active,0
CMP-00214,Inductors,ROHM,QFP,8.9,130,2,2,8663,0.085,0.058,6.5,16.8,-0.133,0,0.0,95.4,9,3,0,0,0,Last Buy,0
CMP-00215,Capacitors,Broadcom,BGA,0.5,250,3,5,263,0.192,-0.232,9.2,-7.7,0.017,1,23.0,51.5,1,2,1,1,0,Active,0
CMP-00216,Capacitors,Vishay,TSSOP,5.6,130,3,6,13878,-0.228,0.073,10.7,13.6,-0.1,1,3.0,53.5,12,2,1,1,0,Active,0
CMP-00217,Diodes,TDK,CSP,7.1,10,3,3,408,-0.12,0.082,12.2,-20.0,0.085,1,27.0,45.8,4,2,1,0,0,Declining,0
CMP-00218,Inductors,Intel,SMD-0603,3.4,65,4,7,264,-0.142,-0.037,9.1,12.8,-0.016,0,39.0,84.6,2,0,1,0,0,Mature,0
CMP-00219,Transistors,ON Semi,SMD-0402,8.8,90,3,5,454,-0.179,-0.032,23.4,-20.0,-0.036,0,14.0,83.3,8,1,1,0,0,Declining,0
CMP-00220,Inductors,Samsung,DIP,2.1,250,6,5,527,0.141,0.187,15.0,21.2,,0,11.0,80.4,0,4,1,0,1,Mature,0
CMP-00221,Connectors,Murata,TSSOP,3.1,40,1,2,92022,-0.004,0.026,8.3,-6.7,-0.014,0,1.0,83.7,0,3,1,0,0,Declining,0
CMP-00222,Semiconductors,STMicro,TSSOP,26.3,22,1,10,34,-0.24,0.038,23.0,17.2,-0.087,0,34.0,67.2,79,4,1,0,0,EOL Announced,1
CMP-00223,Resistors,Renesas,SMD-0603,3.4,130,3,2,12437,-0.255,-0.039,16.3,15.2,0.16,0,45.0,56.4,2,2,0,0,1,Active,0
CMP-00224,Capacitors,Samsung,SMD-0402,3.4,28,3,3,2647,-0.011,-0.274,5.9,-1.1,-0.093,0,23.0,63.6,9,3,1,1,0,Mature,0
CMP-00225,Capacitors,ON Semi,SMD-0603,7.2,65,4,5,729,0.031,0.245,12.4,21.9,-0.055,1,5.0,80.9,29,3,1,0,1,Last Buy,0
CMP-00226,ICs,NXP,DIP,28.3,40,4,5,85,-0.245,0.065,17.2,-10.6,0.087,1,5.0,57.2,2,1,1,1,0,Declining,0
CMP-00227,Resistors,Microchip,DIP,30.0,40,8,5,16919,-0.104,-0.146,20.9,-5.6,0.016,2,41.0,,13,3,0,1,0,EOL Announced,1
CMP-00228,Transistors,Infineon,TO-220,6.9,90,4,10,67,0.365,-0.042,35.7,-20.0,0.091,0,1.0,84.9,2,4,1,0,1,Declining,0
CMP-00229,Inductors,Texas Instruments,SOIC,0.5,28,2,5,2082,0.045,-0.01,24.1,-9.2,0.122,2,2.0,,8,5,1,0,0,Active,0
CMP-00230,Diodes,Analog Devices,BGA,18.5,90,3,7,165,-0.143,-0.34,10.3,10.6,-0.02,0,17.0,55.2,11,3,1,0,0,EOL Announced,1
CMP-00231,Connectors,Vishay,SMD-0805,6.8,7,3,5,10131,0.068,0.121,3.8,4.5,-0.192,0,13.0,74.2,14,4,1,0,0,Active,0
CMP-00232,Connectors,Murata,CSP,3.6,28,3,7,213,,0.348,18.2,7.3,0.092,0,1.0,73.3,2,3,1,0,0,Mature,0
CMP-00233,Resistors,STMicro,SMD-0805,14.1,28,6,5,2604,-0.096,0.103,10.6,6.2,-0.043,0,40.0,100.0,4,5,1,1,0,Last Buy,0
CMP-00234,Semiconductors,TDK,TSSOP,4.1,90,3,4,523,-0.103,-0.281,21.3,9.9,0.166,0,7.0,65.9,10,2,1,0,0,Active,0
CMP-00235,Diodes,Vishay,CSP,0.5,28,4,3,185,-0.136,-0.28,12.6,5.0,0.003,0,6.0,83.5,50,3,1,0,0,Mature,0
CMP-00236,Capacitors,Murata,SOT-23,13.8,65,3,6,53,0.047,-0.171,6.3,8.6,-0.004,1,39.0,74.9,33,4,1,1,0,Last Buy,0
CMP-00237,Semiconductors,TDK,QFN,6.3,90,5,3,7355,-0.003,0.236,9.2,-15.7,,1,18.0,77.7,18,3,1,1,0,Active,0
CMP-00238,Inductors,STMicro,SOT-23,3.3,65,3,3,3021,-0.087,0.207,14.6,-7.8,0.038,1,9.0,63.4,1,5,1,1,1,Active,0
CMP-00239,Semiconductors,ON Semi,QFN,2.3,65,5,7,271,0.105,-0.353,12.4,-6.3,-0.061,0,10.0,48.2,3,1,1,0,0,Active,0
CMP-00240,ICs,Renesas,SMD-0603,7.2,40,7,8,494,0.045,-0.061,8.9,6.8,0.109,1,12.0,76.7,5,3,1,0,0,Declining,0
CMP-00241,ICs,Infineon,QFN,1.9,40,4,5,76,-0.152,-0.131,13.4,15.3,0.09,0,11.0,81.6,19,2,1,1,0,Active,0
CMP-00242,Transistors,Broadcom,SOIC,3.1,65,2,5,182,-0.037,-0.097,11.7,1.7,-0.076,0,1.0,35.2,3,2,1,1,0,Active,0
CMP-00243,Resistors,Samsung,SOIC,8.1,10,5,4,1247,0.046,-0.425,9.1,-5.5,-0.014,0,51.0,59.9,11,1,1,1,0,Mature,0
CMP-00244,Semiconductors,Broadcom,BGA,17.1,130,8,5,115,0.09,-0.022,19.8,-2.3,-0.099,0,4.0,48.5,3,5,1,1,1,Last Buy,1
CMP-00245,ICs,Samsung,SMD-0402,6.1,130,4,4,997,-0.15,-0.195,19.6,8.1,-0.087,1,1.0,84.1,28,3,1,1,0,Mature,0
CMP-00246,Resistors,ON Semi,SMD-0805,11.4,28,8,3,4200,-0.148,-0.092,15.1,6.3,0.08,3,1.0,85.4,20,4,1,1,0,Mature,0
CMP-00247,ICs,Vishay,BGA,11.5,65,3,4,1535,-0.101,0.005,10.0,29.7,0.068,1,18.0,67.3,4,4,1,0,0,Mature,0
CMP-00248,ICs,Microchip,SOIC,8.7,180,6,3,71,0.152,0.111,16.8,19.5,-0.08,1,38.0,61.2,20,1,1,1,0,Declining,0
CMP-00249,Transistors,ON Semi,SMD-0402,2.3,28,4,7,1036,-0.083,-0.406,8.2,-18.6,-0.079,0,20.0,68.9,21,4,1,0,0,Active,0
CMP-00250,Capacitors,ON Semi,SOT-23,16.1,90,2,10,29210,-0.179,-0.3,22.9,-6.0,0.101,0,8.0,71.4,12,2,0,1,0,Last Buy,0
CMP-00251,Resistors,ROHM,SMD-0805,4.6,14,5,5,19788,,0.044,14.6,-1.6,0.063,0,14.0,66.6,52,5,1,1,0,Declining,0
CMP-00252,Transistors,Analog Devices,TO-220,0.5,65,2,6,592,-0.204,-0.07,14.9,23.2,-0.095,1,6.0,89.4,4,1,1,0,0,Active,0
CMP-00253,Capacitors,Murata,SMD-0805,2.2,130,4,4,414,-0.065,-0.251,24.5,4.3,0.126,2,2.0,65.5,3,4,1,0,0,Active,0
CMP-00254,Semiconductors,Microchip,TSSOP,11.6,65,2,4,5377,-0.225,-0.1,11.5,20.7,0.015,0,2.0,54.7,30,3,1,1,0,Last Buy,0
CMP-00255,Connectors,Analog Devices,SMD-0603,0.6,65,2,7,467,0.044,0.027,15.3,15.2,0.109,0,21.0,58.0,10,0,1,0,0,Active,0
CMP-00256,ICs,Analog Devices,QFP,1.3,180,3,7,55,-0.025,0.072,9.0,5.3,0.086,3,10.0,70.5,2,1,1,0,0,Mature,0
CMP-00257,Inductors,Murata,SMD-0805,9.5,90,4,6,2906,0.046,-0.252,6.6,-7.1,-0.087,0,18.0,63.0,37,4,1,0,0,Mature,0
CMP-00258,Connectors,Broadcom,SOIC,17.8,90,3,2,211,-0.116,-0.055,18.7,23.9,0.014,0,20.0,78.2,1,6,1,0,0,Last Buy,0
CMP-00259,Semiconductors,STMicro,SMD-0603,8.0,65,4,4,453,0.232,-0.138,9.2,-20.0,-0.07,0,57.0,48.6,21,3,1,1,0,Mature,0
CMP-00260,Connectors,Infineon,DIP,2.0,65,3,8,1125,-0.048,0.341,8.3,-0.7,0.037,0,8.0,87.8,30,4,1,1,0,Active,0
CMP-00261,ICs,Analog Devices,QFN,0.5,130,3,9,325,0.102,-0.234,9.6,-7.7,0.075,1,4.0,56.2,11,6,1,1,0,Active,0
CMP-00262,Semiconductors,Murata,SOT-23,7.6,250,3,11,4585,-0.029,-0.152,23.3,-9.5,0.073,0,2.0,77.8,31,3,1,0,0,Mature,0
CMP-00263,Connectors,ROHM,TO-220,0.5,130,6,4,4457,-0.066,-0.075,8.5,10.8,0.093,2,0.0,72.6,4,2,1,1,0,Mature,0
CMP-00264,Transistors,STMicro,SOT-23,7.6,90,2,5,4568,0.029,-0.056,32.8,9.6,0.058,2,3.0,44.5,14,6,1,0,0,Last Buy,0
CMP-00265,Diodes,NXP,DIP,2.0,14,5,6,14380,0.308,-0.241,5.2,-0.8,-0.09,1,21.0,68.1,18,4,0,1,0,Active,0
CMP-00266,Inductors,ON Semi,CSP,18.8,130,2,3,938,0.026,0.119,18.1,14.5,0.09,2,10.0,78.9,24,0,1,1,0,EOL Announced,1
CMP-00267,Inductors,ON Semi,QFP,5.2,90,4,2,240,-0.092,0.003,8.8,20.5,0.113,1,37.0,68.7,4,3,1,0,0,Active,0
CMP-00268,Resistors,Vishay,SMD-0805,2.0,90,1,10,158,0.138,0.341,8.8,28.1,0.058,1,0.0,94.6,4,1,1,1,0,Active,0
CMP-00269,Capacitors,Analog Devices,TSSOP,15.3,22,7,7,132,-0.287,0.079,14.1,-20.0,0.006,0,48.0,91.2,0,5,1,0,1,Declining,0
CMP-00270,Diodes,NXP,BGA,2.3,180,4,5,58,0.383,0.02,8.1,28.3,-0.008,1,1.0,70.5,1,1,1,0,0,Active,0
CMP-00271,Diodes,Vishay,SMD-0603,2.9,14,1,5,132,0.075,-0.246,7.9,20.0,-0.117,0,60.0,,13,6,1,0,1,Mature,0
CMP-00272,Transistors,Renesas,TO-220,14.4,28,2,3,3118,-0.137,-0.03,21.2,6.4,0.109,1,2.0,57.3,26,4,1,0,0,EOL Announced,1
CMP-00273,Transistors,Analog Devices,DIP,3.0,65,4,2,800,-0.115,0.112,5.7,-18.7,-0.0,1,4.0,91.2,13,4,1,1,0,Mature,0
CMP-00274,Connectors,TDK,QFP,4.2,90,4,3,4461,0.03,0.017,3.6,20.4,0.085,0,23.0,58.0,8,6,1,1,0,Active,0
CMP-00275,Connectors,ROHM,SOT-23,3.4,28,7,6,66,-0.27,0.152,13.3,13.2,-0.05,0,9.0,76.8,36,7,1,0,0,Mature,0
CMP-00276,Diodes,STMicro,TSSOP,1.0,90,2,3,398,0.174,0.071,8.5,19.7,0.254,0,49.0,78.6,4,4,1,0,0,Active,0
CMP-00277,Inductors,Broadcom,TSSOP,0.5,40,9,7,329158,0.142,0.131,9.0,17.8,0.09,1,2.0,67.2,12,4,1,0,0,Active,0
CMP-00278,Inductors,STMicro,DIP,10.3,7,4,1,16623,0.106,-0.21,6.9,-3.1,-0.005,1,24.0,65.8,3,3,1,0,0,Mature,0
CMP-00279,Diodes,Microchip,TO-220,8.3,22,6,8,124912,-0.066,0.024,4.9,22.5,-0.131,0,14.0,73.5,1,1,1,1,0,Last Buy,0
CMP-00280,Transistors,ON Semi,TO-220,2.7,130,3,8,47172,0.435,-0.153,18.0,19.1,0.076,0,35.0,69.7,12,1,1,0,1,Active,0
CMP-00281,Capacitors,Intel,QFP,2.8,22,5,4,939,-0.133,-0.093,5.9,5.7,0.017,1,2.0,64.8,2,4,1,0,0,Active,0
CMP-00282,Resistors,Broadcom,CSP,23.2,14,3,3,1820,-0.086,-0.45,15.7,-0.6,-0.222,1,42.0,61.4,2,2,1,1,1,Declining,0
CMP-00283,Semiconductors,TDK,SOT-23,30.0,90,1,4,1342,-0.2,0.313,17.9,0.6,-0.081,3,1.0,65.4,4,3,1,0,0,EOL Announced,1
CMP-00284,Connectors,STMicro,SOIC,5.1,40,3,4,356,0.016,-0.357,9.9,31.8,-0.026,0,39.0,70.9,101,2,1,0,0,Active,0
CMP-00285,Semiconductors,Renesas,CSP,13.0,130,0,3,26786,-0.091,-0.128,10.3,18.2,0.169,1,56.0,83.5,13,0,1,0,1,Declining,0
CMP-00286,Resistors,Murata,CSP,10.7,130,4,6,9867,0.043,-0.08,11.6,-0.9,0.028,0,2.0,90.7,14,3,1,0,1,Declining,0
CMP-00287,Connectors,ROHM,TO-220,2.8,130,9,5,13222,0.244,0.234,19.6,3.7,0.126,1,8.0,58.0,3,2,1,1,0,Mature,0
CMP-00288,Capacitors,ON Semi,SMD-0603,0.5,28,2,12,95,0.142,-0.214,15.3,1.5,0.057,2,36.0,78.0,22,4,1,0,0,Active,0
CMP-00289,Connectors,Vishay,SMD-0603,1.2,40,8,5,251,-0.073,-0.201,20.9,-1.3,0.103,0,8.0,75.1,13,1,0,1,0,Active,0
CMP-00290,Semiconductors,ROHM,QFN,14.6,65,5,5,1838,-0.019,0.16,7.4,-5.5,0.104,1,5.0,59.7,47,3,1,1,1,Last Buy,0
CMP-00291,Semiconductors,NXP,SOT-23,10.5,28,3,3,100,-0.081,-0.125,17.7,-10.8,0.214,1,4.0,87.8,4,4,1,1,0,Mature,0
CMP-00292,Transistors,Vishay,DIP,8.7,10,5,9,1048,0.123,-0.283,9.4,-5.1,-0.208,0,18.0,65.5,9,2,1,1,0,Declining,0
CMP-00293,Resistors,Analog Devices,SMD-0603,1.1,40,4,5,77,-0.168,-0.157,26.9,5.9,0.014,1,3.0,78.6,78,2,1,0,0,Active,0
CMP-00294,Semiconductors,Samsung,QFP,8.2,7,3,8,87,0.243,0.169,27.6,15.1,0.074,0,3.0,72.0,16,2,1,0,0,Declining,0
CMP-00295,Connectors,ROHM,TSSOP,11.8,250,4,6,26953,0.052,0.085,4.9,-4.2,0.136,0,3.0,83.7,6,2,1,0,0,Last Buy,0
CMP-00296,Diodes,ROHM,DIP,15.8,130,3,3,155653,-0.268,0.084,6.9,-2.8,,0,20.0,73.8,82,4,1,0,1,Last Buy,0
CMP-00297,Capacitors,Intel,SOT-23,0.5,22,2,3,7278,-0.039,0.155,7.0,-7.9,-0.045,0,31.0,65.0,3,4,1,0,0,Active,0
CMP-00298,Inductors,STMicro,QFP,9.2,28,10,4,318,-0.319,0.114,10.9,-13.5,-0.055,0,35.0,99.1,72,3,1,1,0,Mature,0
CMP-00299,Semiconductors,Infineon,SMD-0805,0.5,250,7,9,871,-0.003,-0.03,7.9,2.7,-0.015,0,26.0,93.6,21,2,1,0,0,Active,0
CMP-00300,Semiconductors,Texas Instruments,SMD-0402,9.8,40,4,8,3022,-0.07,0.195,5.1,26.8,0.063,1,7.0,40.2,8,7,1,0,0,Declining,0
CMP-00301,Connectors,Intel,SMD-0603,8.1,90,7,7,4850,-0.27,-0.147,18.4,-20.0,0.019,1,1.0,77.4,3,1,1,1,0,Declining,0
CMP-00302,Connectors,Microchip,SMD-0603,1.3,40,2,5,1103,0.193,0.113,12.8,10.6,-0.008,0,20.0,64.7,18,2,1,0,1,Active,0
CMP-00303,Inductors,Analog Devices,QFN,11.6,130,5,8,5711,0.28,-0.26,6.1,-6.2,0.009,0,32.0,60.6,10,6,1,0,0,Last Buy,0
CMP-00304,Diodes,ON Semi,SOIC,0.6,90,5,6,1602,-0.033,0.087,7.3,6.9,0.155,1,25.0,50.7,1,1,1,0,1,Active,0
CMP-00305,ICs,Broadcom,QFN,14.0,10,8,4,182,-0.046,0.138,4.7,-8.5,-0.103,0,34.0,86.8,8,7,1,1,0,Declining,0
CMP-00306,Connectors,STMicro,SOT-23,2.4,28,3,3,2735,-0.003,-0.08,4.1,23.8,0.091,1,17.0,73.9,315,4,1,1,0,Active,0
CMP-00307,Capacitors,NXP,QFN,9.3,65,4,4,11247,-0.024,0.347,3.5,9.1,-0.118,0,31.0,39.9,53,2,0,0,0,Last Buy,0
CMP-00308,Diodes,Broadcom,SOIC,20.6,180,5,3,2315,-0.068,-0.08,5.0,-9.1,0.001,1,15.0,87.3,7,5,1,1,0,Declining,0
CMP-00309,Capacitors,STMicro,SOIC,3.3,14,4,3,195,0.215,0.108,5.6,23.9,-0.033,2,0.0,64.5,68,8,1,1,0,Mature,0
CMP-00310,Resistors,Broadcom,TO-220,5.6,65,3,3,1400,0.042,0.312,10.9,-5.5,-0.136,1,5.0,73.5,20,2,0,0,1,Active,0
CMP-00311,Semiconductors,Broadcom,TSSOP,5.0,28,2,5,304,-0.011,0.251,8.0,4.5,-0.073,0,13.0,,5,3,1,0,0,Mature,0
CMP-00312,Semiconductors,Texas Instruments,TO-220,1.4,130,6,5,145,0.1,0.156,12.0,1.6,0.234,1,2.0,70.7,7,3,1,0,1,Active,0
CMP-00313,ICs,Microchip,SMD-0402,7.1,90,3,4,144,0.033,-0.184,14.4,19.4,0.007,2,17.0,82.8,11,2,1,0,0,Declining,0
CMP-00314,Transistors,NXP,QFP,10.9,28,2,5,221,0.018,-0.093,26.8,5.2,-0.28,0,1.0,51.6,31,5,1,0,0,Declining,0
CMP-00315,Inductors,Vishay,CSP,19.9,22,3,3,1999,-0.127,-0.277,8.2,33.7,0.02,1,10.0,57.9,29,1,0,1,0,Declining,0
CMP-00316,Resistors,Broadcom,SMD-0805,15.2,7,1,4,19045,0.039,-0.065,14.7,18.3,0.114,0,23.0,61.6,2,5,1,1,0,EOL Announced,0
CMP-00317,Semiconductors,NXP,SOIC,5.7,65,3,1,7490,0.105,0.149,19.2,-9.8,0.064,0,3.0,81.8,7,4,0,1,1,Active,0
CMP-00318,Semiconductors,Microchip,SMD-0805,10.2,40,2,10,2523,-0.101,0.05,6.0,42.7,-0.106,0,16.0,54.6,14,1,1,0,0,Declining,0
CMP-00319,Capacitors,Renesas,TSSOP,12.9,28,5,9,6232,,-0.254,4.4,1.4,-0.24,0,13.0,90.0,2,2,1,0,0,EOL Announced,0
CMP-00320,Connectors,Broadcom,SMD-0603,5.4,250,8,3,14679,0.068,0.339,7.1,-1.1,-0.013,1,24.0,87.7,21,3,1,0,0,Active,0
CMP-00321,Inductors,ROHM,BGA,1.0,40,3,12,13935,0.117,-0.032,10.9,8.5,0.014,0,32.0,71.5,52,3,1,1,0,Active,0
CMP-00322,Inductors,Intel,SMD-0402,4.6,90,2,10,952,-0.037,-0.085,5.4,-5.2,-0.119,0,10.0,62.4,12,2,1,1,0,Mature,0
CMP-00323,Capacitors,Vishay,SOT-23,14.8,22,2,5,362,-0.129,-0.042,13.4,31.6,-0.051,1,60.0,56.9,1,1,1,0,0,Declining,0
CMP-00324,ICs,ROHM,TSSOP,7.3,7,6,8,56259,0.057,0.218,24.5,17.5,-0.128,0,2.0,66.9,41,2,0,1,0,Mature,0
CMP-00325,Diodes,STMicro,DIP,10.3,40,3,6,3716,0.103,-0.154,19.2,18.5,0.263,0,45.0,60.5,10,2,0,0,0,Declining,0
CMP-00326,Connectors,ON Semi,SMD-0805,1.6,65,5,5,8185,0.289,0.098,4.7,8.2,0.028,0,12.0,77.8,28,1,0,0,0,Active,0
CMP-00327,Connectors,TDK,QFN,26.7,40,5,6,103,-0.186,0.153,17.8,9.1,-0.075,1,37.0,97.2,4,6,0,0,0,Last Buy,0
CMP-00328,Resistors,Analog Devices,SOIC,4.1,180,6,5,24151,0.022,0.315,9.0,23.3,-0.013,1,27.0,58.5,3,2,1,0,0,Mature,0
