supplier_id,country,component_category,years_in_business,num_manufacturing_sites,annual_revenue_millions,num_employees,on_time_delivery_rate,defect_rate_ppm,lead_time_days,lead_time_variability,financial_health_score,debt_to_equity_ratio,num_certifications,has_iso9001,has_iso14001,has_iatf16949,num_customers,single_source_pct,sub_tier_visibility,recent_disruption_events,news_sentiment_score,compliance_violations,geographic_risk_index,risk_label
SUP-0171,China,Connectors,3,3,25.9,774,0.698,588.0,17,0.213,42.2,1.25,5,0,0,0,10,0.285,0,0,0.58,0,0.595,Medium
SUP-0172,Germany,Sensors,2,1,8.1,304,0.603,549.0,43,0.009,78.7,2.77,3,1,1,1,6,0.029,0,0,0.658,1,0.137,Medium
SUP-0173,China,Memory,2,1,42.4,318,0.5,227.0,9,0.034,60.1,0.56,3,1,1,1,3,0.293,3,0,0.547,0,0.536,Medium
SUP-0174,USA,PCB,1,2,60.5,659,0.754,31.0,18,0.101,59.3,0.15,4,1,1,0,10,0.016,2,0,0.351,0,0.068,Low
SUP-0175,China,Memory,2,4,4.0,197,0.621,886.0,25,0.069,64.8,0.92,4,0,0,0,13,0.152,2,0,0.423,0,0.65,Medium
SUP-0176,Vietnam,Semiconductors,13,5,89.8,2420,0.782,94.0,9,0.079,47.6,1.13,4,1,1,0,15,0.202,0,1,0.23,0,0.432,Medium
SUP-0177,South Korea,Connectors,25,1,11.4,332,0.958,233.0,37,0.228,96.1,0.06,0,0,1,0,19,0.404,1,0,0.791,0,0.265,Low
SUP-0178,UK,Passive Components,20,2,710.9,847,0.917,459.0,27,0.002,91.0,1.52,2,1,1,0,113,0.446,1,0,0.875,0,0.157,Low
SUP-0179,China,Connectors,13,6,119.8,2313,0.761,329.0,7,0.162,97.4,1.41,6,0,1,0,14,0.47,2,0,0.872,0,0.57,Medium
SUP-0180,Taiwan,Connectors,1,2,30.0,1391,0.844,111.0,19,0.0,78.7,0.51,2,1,0,0,19,0.19,2,0,0.594,1,0.6,Medium
SUP-0181,China,Displays,4,5,17.9,74,0.726,76.0,25,0.01,64.4,0.66,4,1,0,0,3,0.275,2,1,0.654,2,0.572,Medium
SUP-0182,Philippines,Connectors,4,1,46.6,688,0.917,66.0,14,0.079,97.3,,3,1,1,0,186,0.067,0,1,0.814,0,0.537,Low
SUP-0183,Malaysia,Connectors,3,6,136.9,1119,0.695,994.0,8,0.276,51.4,0.9,4,1,1,1,5,0.26,1,0,0.553,0,0.372,Medium
SUP-0184,Taiwan,Power Management,8,4,52.5,1176,0.99,16.0,23,0.023,47.6,0.01,3,1,1,1,9,0.163,3,1,0.41,0,0.696,Medium
SUP-0185,Vietnam,PCB,9,6,39.4,106,0.685,1886.0,75,0.121,53.0,0.1,2,1,1,1,40,0.079,2,0,0.486,0,0.488,Medium
SUP-0186,Thailand,Passive Components,5,3,59.6,183,0.835,111.0,15,0.17,75.5,0.14,2,1,1,0,25,0.159,0,0,0.635,0,0.518,Low
SUP-0187,Germany,Power Management,5,2,22.1,1330,0.592,58.0,51,0.039,49.8,1.13,1,1,0,0,103,0.146,1,1,0.457,0,0.053,Medium
SUP-0188,Germany,Power Management,21,6,32.6,161,0.823,430.0,12,0.108,61.9,0.46,3,1,0,1,41,0.633,2,1,0.695,0,0.068,Medium
SUP-0189,China,PCB,18,1,2.4,281,0.837,42.0,22,0.364,33.0,0.63,1,1,0,1,18,0.326,0,0,0.329,0,0.653,Medium
SUP-0190,China,PCB,4,2,235.2,2673,0.952,461.0,31,0.108,74.6,1.19,6,1,1,1,57,0.458,2,0,0.551,0,0.557,Medium
SUP-0191,Malaysia,Semiconductors,29,4,85.5,380,0.865,951.0,19,0.026,34.7,0.33,1,0,0,0,64,0.105,3,0,0.681,0,0.318,Medium
SUP-0192,Philippines,PCB,36,4,17.1,168,0.829,25.0,16,0.148,46.4,1.11,0,1,0,1,10,0.35,1,0,0.627,0,0.388,Low
SUP-0193,USA,Displays,4,6,942.1,140,0.764,804.0,31,0.135,89.3,0.47,4,1,0,1,52,0.192,0,1,0.453,2,0.175,Medium
SUP-0194,Taiwan,Displays,5,1,62.2,601,0.894,251.0,62,0.004,88.6,0.38,1,1,0,0,16,0.376,2,0,0.747,1,0.678,Medium
SUP-0195,Taiwan,Power Management,8,4,11.5,81,0.894,87.0,24,0.014,72.5,0.32,4,1,0,0,18,0.106,0,2,0.652,0,0.668,Medium
SUP-0196,India,Memory,33,4,197.4,299,0.714,97.0,14,0.026,70.5,,1,1,0,0,23,0.2,0,0,0.182,0,0.408,Medium
SUP-0197,Malaysia,Semiconductors,25,1,99.2,601,0.757,1255.0,17,0.022,54.4,1.18,3,1,0,1,13,0.297,0,0,0.691,0,0.243,Medium
SUP-0198,Malaysia,Memory,1,2,98.7,1917,0.908,59.0,91,0.045,49.5,0.02,3,0,1,0,13,0.039,0,0,0.516,0,0.283,Low
SUP-0199,Thailand,Memory,5,1,28.8,898,0.871,1008.0,21,0.091,57.8,2.53,2,1,1,1,53,0.202,3,1,0.495,0,0.282,Medium
SUP-0200,USA,Power Management,9,2,107.3,171,0.852,393.0,14,0.07,34.7,1.19,4,1,1,0,4,0.062,2,0,0.434,0,0.045,Low
SUP-0201,China,Sensors,8,8,36.9,1659,0.896,20.0,10,0.332,,0.13,5,1,1,1,6,0.095,1,1,0.399,0,0.601,Medium
SUP-0202,China,Power Management,2,3,125.7,281,0.805,312.0,6,0.142,66.0,0.06,1,1,1,0,39,0.175,3,0,0.641,0,0.604,Low
SUP-0203,Malaysia,Passive Components,23,4,3.1,91,0.811,850.0,24,0.313,46.3,0.29,3,1,1,0,18,0.317,2,1,0.709,1,0.296,Medium
SUP-0204,USA,Passive Components,13,7,28.5,328,0.582,648.0,29,0.112,96.4,0.78,6,0,1,1,54,0.627,1,1,0.631,2,0.062,Medium
SUP-0205,China,PCB,21,2,722.9,2266,0.835,335.0,15,0.014,77.1,0.77,1,1,0,1,28,0.49,0,2,0.79,0,0.676,Medium
SUP-0206,China,PCB,23,4,17.3,491,0.779,983.0,19,0.093,78.8,0.26,3,1,1,1,5,0.498,2,0,0.716,0,0.643,Low
SUP-0207,Vietnam,Sensors,16,2,22.1,409,0.932,64.0,9,0.259,55.3,0.47,1,0,0,0,21,0.106,1,0,0.199,0,0.495,Medium
SUP-0208,China,PCB,6,5,27.9,2877,0.907,1204.0,21,0.032,65.0,0.19,3,0,0,0,34,0.18,1,0,0.417,0,0.594,Medium
SUP-0209,China,Passive Components,11,1,8.8,72,0.612,937.0,26,0.014,77.5,0.04,4,1,0,0,25,0.667,1,1,0.838,0,0.576,Medium
SUP-0210,Germany,Memory,2,6,2.0,86,0.916,616.0,14,0.06,68.1,0.58,4,0,1,0,12,0.624,0,0,0.346,0,0.068,Medium
SUP-0211,Vietnam,Power Management,13,1,38.6,58,0.895,852.0,55,0.074,97.0,,3,0,1,0,15,0.309,2,1,0.053,0,0.492,Medium
SUP-0212,Vietnam,Connectors,2,2,66.9,630,0.841,392.0,12,0.055,60.9,0.63,3,1,0,0,11,0.329,0,0,0.966,0,0.547,Medium
SUP-0213,China,Displays,14,4,50.5,492,0.879,562.0,23,0.022,54.9,2.34,3,1,1,1,5,0.33,2,0,0.659,0,0.578,Medium
SUP-0214,India,Connectors,3,2,43.9,2569,0.722,411.0,33,0.043,77.7,0.12,1,1,0,0,4,0.142,0,0,0.463,1,0.514,Medium
SUP-0215,China,Connectors,1,3,58.2,540,0.791,220.0,19,0.172,39.7,0.0,2,1,0,1,29,0.276,2,0,0.43,0,0.567,Medium
SUP-0216,Taiwan,Passive Components,2,2,253.2,248,0.735,421.0,17,0.073,83.5,0.06,4,1,0,1,8,0.452,1,0,0.726,0,0.775,Medium
SUP-0217,India,Connectors,1,4,41.0,404,0.854,149.0,8,0.15,,0.5,2,1,1,0,35,0.191,2,1,0.696,0,0.435,Medium
SUP-0218,USA,Power Management,15,1,23.1,464,0.7,290.0,45,0.115,,0.98,5,1,0,1,11,0.199,0,0,0.665,0,0.134,Low
SUP-0219,Mexico,Sensors,15,1,35.8,54,0.848,165.0,18,0.119,52.0,0.7,0,1,0,0,5,0.332,1,0,0.562,0,0.464,Low
SUP-0220,Vietnam,Semiconductors,8,1,130.2,10429,0.921,66.0,27,0.043,74.5,0.55,3,1,1,1,13,0.118,0,0,0.344,0,0.621,Low
SUP-0221,Germany,PCB,2,2,454.0,752,0.951,194.0,30,0.111,83.1,0.35,2,1,1,1,163,0.381,2,1,0.593,1,0.033,Medium
SUP-0222,China,Semiconductors,1,1,21.3,519,0.817,955.0,13,0.004,68.1,0.3,5,1,0,1,18,0.214,0,0,0.813,1,0.652,Medium
SUP-0223,South Korea,Memory,1,2,63.3,844,0.903,240.0,17,0.085,41.0,0.38,6,1,1,1,38,0.369,2,0,0.492,2,0.253,Medium
SUP-0224,Taiwan,Power Management,2,2,90.7,945,0.926,689.0,44,0.128,47.1,0.76,3,1,0,0,23,0.345,0,0,0.72,0,0.719,Medium
SUP-0225,China,Power Management,26,1,12.3,340,0.922,96.0,10,0.03,50.4,0.15,1,1,1,0,4,0.102,3,0,0.519,0,0.624,Low
SUP-0226,France,Displays,3,3,56.3,189,0.515,276.0,72,0.044,27.1,1.18,4,1,1,0,85,0.426,1,0,0.76,0,0.143,Medium
SUP-0227,South Korea,Power Management,5,5,6.1,828,0.622,61.0,12,0.037,87.5,0.69,1,0,0,0,15,0.075,0,1,,0,0.236,Medium
SUP-0228,Malaysia,PCB,1,1,3.8,640,0.916,75.0,9,0.011,67.2,0.25,4,1,0,1,5,0.271,0,0,0.603,1,0.241,Low
SUP-0229,USA,Power Management,3,3,94.6,152,0.61,480.0,21,0.064,,0.56,1,1,0,1,12,0.429,1,1,0.691,0,0.059,Medium
SUP-0230,Thailand,Connectors,8,3,30.7,2214,0.804,468.0,75,0.579,94.1,2.63,4,1,1,0,16,0.063,3,0,0.465,0,0.429,Medium
SUP-0231,Japan,Displays,11,2,74.0,573,0.853,120.0,6,0.066,51.0,0.02,1,1,1,0,42,0.037,0,0,0.673,1,0.162,Low
SUP-0232,Germany,PCB,3,4,53.2,968,0.706,322.0,18,0.093,70.0,0.18,5,1,1,0,10,0.251,2,0,,0,0.121,Low
SUP-0233,Japan,Sensors,1,2,12.6,2143,0.903,995.0,26,0.159,,0.48,2,1,1,0,275,0.184,1,0,0.591,0,0.091,Low
SUP-0234,China,Sensors,5,2,51.0,414,0.952,96.0,20,0.157,24.6,0.81,5,1,1,0,7,0.393,3,0,0.464,0,0.608,Medium
SUP-0235,India,Sensors,3,1,8.6,590,0.762,10.0,25,0.449,37.7,0.19,2,1,0,1,37,0.329,3,0,0.799,2,0.417,Medium
SUP-0236,Taiwan,Sensors,2,3,439.9,1066,0.79,528.0,13,0.292,56.0,2.14,3,1,1,1,2,0.307,3,0,0.411,0,0.669,Medium
SUP-0237,China,Connectors,38,3,7.1,169,0.747,27.0,14,0.237,83.0,0.82,2,1,0,0,17,0.246,0,0,0.656,1,0.594,Medium
SUP-0238,USA,Power Management,11,1,40.7,430,0.96,1955.0,18,0.454,71.9,,1,1,1,0,28,0.374,2,1,0.43,0,0.024,Medium
SUP-0239,China,Semiconductors,9,2,11.4,469,0.611,470.0,10,0.039,67.8,0.32,7,1,1,1,6,0.282,0,0,0.587,0,0.627,Medium
SUP-0240,UK,PCB,6,7,128.5,128,0.931,318.0,19,0.144,24.8,1.41,4,1,0,0,89,0.09,1,0,0.729,0,0.028,Low
SUP-0241,UK,Connectors,6,2,33.2,6510,0.816,281.0,15,0.327,90.4,0.38,3,0,1,1,31,0.193,2,1,0.542,1,0.079,Medium
SUP-0242,Philippines,Sensors,9,2,25.1,74,0.82,426.0,15,0.147,69.5,0.23,6,1,0,0,14,0.3,1,2,0.0,1,0.487,High
SUP-0243,South Korea,Memory,14,6,196.3,84,0.98,47.0,24,0.569,62.6,1.94,1,1,0,0,30,0.379,2,1,0.331,0,0.224,Medium
SUP-0244,China,Power Management,14,4,57.1,1952,0.772,1330.0,6,0.016,87.6,0.08,3,1,1,1,11,0.133,3,0,0.168,0,0.53,Low
SUP-0245,Philippines,Semiconductors,2,3,118.5,949,0.75,491.0,17,0.087,89.9,2.29,5,1,1,0,70,0.111,3,1,0.614,1,0.502,Medium
SUP-0246,South Korea,Memory,8,4,12.5,117,0.745,102.0,80,0.568,88.1,0.49,3,1,0,0,55,0.104,1,0,0.599,0,0.246,Low
SUP-0247,France,Displays,6,5,6.6,836,0.741,413.0,10,0.072,60.1,3.93,3,0,0,1,29,0.396,2,0,0.53,0,0.148,Medium
SUP-0248,France,Memory,24,2,64.1,2348,0.96,72.0,43,0.202,44.9,0.62,1,1,0,1,37,0.3,0,1,0.475,0,0.122,Medium
SUP-0249,Mexico,Displays,11,2,33.8,389,0.697,9.0,20,0.005,84.8,1.13,4,0,1,0,4,0.37,1,0,0.644,0,0.283,Medium
SUP-0250,Taiwan,Displays,9,2,139.7,9123,0.743,498.0,13,0.178,,0.01,4,0,1,0,87,0.226,2,0,0.311,1,0.709,Medium
SUP-0251,South Korea,Sensors,1,7,48.4,50,0.896,523.0,9,0.409,,,5,1,1,0,18,0.294,2,1,0.791,1,0.323,Medium
SUP-0252,Mexico,Displays,11,3,74.3,927,0.774,438.0,21,0.072,65.6,1.07,2,1,1,1,55,0.384,3,2,0.615,0,0.28,Medium
SUP-0253,Taiwan,Passive Components,1,1,4.8,1635,0.94,101.0,48,0.003,43.8,1.22,2,0,1,0,42,0.519,1,0,0.411,0,0.703,Medium
SUP-0254,China,PCB,4,5,927.7,1175,0.791,462.0,15,0.004,40.4,0.14,2,0,0,1,55,0.321,3,1,,0,0.642,Medium
SUP-0255,Germany,PCB,1,2,42.7,315,0.827,29.0,19,0.334,39.4,0.43,3,0,1,1,7,0.252,2,0,0.574,0,0.096,Medium
SUP-0256,UK,Sensors,14,1,155.5,284,0.915,470.0,36,0.192,67.8,0.43,3,1,1,0,8,0.151,0,0,0.324,0,0.107,Low
SUP-0257,Vietnam,Passive Components,2,2,15.6,687,0.664,404.0,24,0.017,64.9,0.09,2,0,0,0,190,0.28,1,0,0.734,1,0.493,Medium
SUP-0258,Germany,Memory,5,2,86.7,1073,0.788,532.0,7,0.008,40.3,0.47,2,1,0,0,4,0.146,1,0,0.793,0,0.151,Low
SUP-0259,China,Connectors,27,5,7.7,831,0.82,1129.0,21,0.245,57.9,1.32,2,1,1,0,6,0.074,1,0,0.623,0,0.595,Medium
SUP-0260,USA,Memory,2,1,107.6,1405,0.536,950.0,49,0.249,37.6,0.29,5,1,0,1,20,0.376,0,0,0.788,0,0.065,Medium
SUP-0261,Brazil,Power Management,8,5,32.0,118,0.891,1973.0,19,0.019,76.8,0.45,2,1,1,1,21,0.109,2,1,1.0,0,0.389,Medium
SUP-0262,China,Connectors,6,3,57.0,306,0.82,1870.0,3,0.054,63.9,2.59,3,1,1,0,11,0.126,0,1,0.224,0,0.522,Medium
SUP-0263,Germany,Displays,1,1,155.5,130,0.921,740.0,25,0.227,57.4,0.03,4,0,1,1,37,0.215,3,0,0.61,0,0.0,Low
SUP-0264,Malaysia,Semiconductors,18,7,8.6,253,0.582,1567.0,17,0.112,39.2,,2,1,1,0,49,0.14,3,0,0.331,0,0.259,Medium
SUP-0265,India,Connectors,1,2,19.6,1364,0.954,1010.0,6,0.471,59.0,1.09,1,1,1,0,19,0.378,1,0,0.912,0,0.526,Medium
SUP-0266,Vietnam,Semiconductors,7,1,108.4,459,0.979,650.0,7,0.098,,1.14,5,1,0,0,15,0.128,0,0,0.649,1,0.551,Medium
SUP-0267,Vietnam,PCB,9,2,1270.7,9211,0.828,39.0,36,0.169,71.4,,4,1,1,0,19,0.193,2,0,0.46,0,0.418,Medium
SUP-0268,South Korea,Semiconductors,11,5,44.4,508,0.827,25.0,12,0.107,68.3,1.04,4,0,0,0,12,0.153,2,0,0.548,3,0.248,Medium
SUP-0269,Taiwan,PCB,14,2,132.5,433,0.716,909.0,11,0.43,80.8,0.05,3,1,1,1,3,0.304,3,0,0.867,0,0.669,Medium
SUP-0270,Thailand,Passive Components,3,1,46.5,458,0.683,336.0,19,0.076,55.3,0.61,3,1,1,0,27,0.345,0,0,0.69,0,0.39,Low
SUP-0271,Thailand,Passive Components,1,1,1005.6,187,0.769,843.0,13,0.039,,1.22,6,1,0,1,43,0.36,2,2,0.716,0,0.348,Medium
SUP-0272,Malaysia,Sensors,15,1,4.0,376,0.565,188.0,21,0.059,84.8,0.08,1,1,1,0,17,0.165,2,0,0.898,0,0.269,Low
SUP-0273,Philippines,Sensors,9,4,62.9,1561,0.724,253.0,17,0.287,46.3,0.01,5,0,1,1,2,0.232,0,2,0.791,0,0.501,Medium
SUP-0274,Germany,Displays,21,2,4.8,462,0.707,602.0,9,0.103,42.9,,5,0,1,1,11,0.097,0,0,0.825,0,0.05,Medium
SUP-0275,Japan,Connectors,20,1,1.3,155,0.915,1234.0,14,0.066,64.1,1.0,5,1,1,0,49,0.498,2,0,0.575,1,0.178,Medium
SUP-0276,Thailand,Displays,22,1,85.3,132,0.636,46.0,26,0.118,71.0,0.43,6,1,1,0,4,0.31,1,1,0.149,2,0.438,Medium
SUP-0277,USA,PCB,7,2,67.3,235,0.91,988.0,20,0.021,54.4,2.26,2,0,1,0,40,0.346,3,0,0.621,0,0.22,Medium
SUP-0278,Vietnam,Displays,4,6,35.6,440,0.933,788.0,19,0.001,54.2,1.16,3,1,0,1,12,0.208,3,2,0.467,0,0.466,Medium
SUP-0279,Thailand,Semiconductors,18,2,46.6,1689,0.703,190.0,64,0.049,57.2,2.75,6,1,0,1,19,0.123,2,0,0.758,0,0.344,Medium
SUP-0280,Malaysia,PCB,7,8,5695.6,80,0.912,219.0,31,0.139,93.3,2.12,1,1,0,1,10,0.222,2,1,0.246,0,0.214,Medium
SUP-0281,Taiwan,Sensors,2,2,37.1,274,0.898,24.0,33,0.187,64.9,,2,1,0,1,6,0.653,0,1,0.766,0,0.733,Medium
SUP-0282,South Korea,Passive Components,23,1,117.4,479,0.78,8.0,18,0.263,45.6,1.12,4,1,0,0,84,0.224,3,1,0.638,0,0.321,Medium
SUP-0283,China,Sensors,25,5,20.6,44,0.653,324.0,22,0.392,45.8,0.88,1,1,1,0,45,0.33,1,0,0.671,1,0.595,Medium
SUP-0284,Germany,Connectors,7,2,85.0,148,0.874,50.0,15,0.08,60.0,1.33,2,1,1,0,38,0.42,2,0,0.724,0,0.116,Low
SUP-0285,China,PCB,1,4,38.2,178,0.752,108.0,32,0.202,69.8,1.24,3,0,1,0,49,0.056,3,1,0.594,0,0.604,Medium
SUP-0286,Japan,PCB,5,8,29.5,155,0.895,938.0,18,0.012,74.7,0.13,0,1,0,1,33,0.3,0,0,0.533,0,0.13,Low
SUP-0287,Germany,Semiconductors,19,1,835.8,507,0.759,423.0,22,0.009,67.5,0.21,3,1,1,1,51,0.569,1,0,0.827,0,0.083,Low
SUP-0288,Taiwan,Connectors,27,1,319.2,332,0.846,502.0,22,0.02,48.2,0.25,2,0,1,1,10,0.206,2,1,0.719,0,0.695,Medium
SUP-0289,USA,Passive Components,2,4,67.0,207,0.749,104.0,19,0.089,56.5,,0,1,1,0,79,0.711,0,0,0.738,1,0.223,Medium
SUP-0290,China,Memory,1,1,1.7,674,0.863,882.0,117,0.036,79.7,1.33,2,0,1,0,72,0.46,0,0,0.583,0,0.646,Medium
SUP-0291,China,PCB,25,1,31.8,3189,0.926,1012.0,13,0.051,42.1,0.55,3,0,1,1,29,0.55,2,0,,0,0.542,Medium
SUP-0292,Mexico,PCB,5,1,3148.1,2884,0.745,370.0,13,0.157,,0.7,0,1,0,0,15,0.429,2,0,0.597,0,0.37,Low
SUP-0293,South Korea,Semiconductors,9,1,38.6,40,0.804,1218.0,30,0.067,76.9,1.4,2,0,1,0,5,0.255,1,0,0.251,1,0.3,Medium
SUP-0294,China,Displays,41,4,285.7,806,0.817,932.0,14,0.122,82.5,0.3,3,1,1,0,25,0.607,3,1,0.324,0,0.69,Medium
SUP-0295,Germany,Power Management,1,1,474.8,325,0.693,657.0,16,0.08,61.1,0.04,1,1,1,0,108,0.359,1,1,0.575,1,0.163,Medium
SUP-0296,India,Passive Components,12,2,75.8,485,0.903,662.0,10,0.028,56.8,0.53,6,0,1,1,6,0.315,2,1,0.225,0,0.445,Medium
SUP-0297,China,Sensors,1,3,15.4,250,0.928,56.0,26,0.012,38.6,1.96,3,1,1,0,55,0.393,0,1,0.578,0,0.599,Medium
SUP-0298,USA,Connectors,5,2,1.4,464,0.914,158.0,27,0.04,75.5,1.25,1,1,1,1,12,0.34,0,0,0.421,0,0.043,Low
SUP-0299,China,PCB,19,1,152.4,483,0.587,35.0,16,0.009,91.4,0.37,2,1,1,1,13,0.098,1,1,0.585,0,0.633,Medium
SUP-0300,China,PCB,6,4,16.1,201,0.773,4.0,30,0.145,100.0,0.05,4,1,1,0,6,0.094,2,2,0.634,1,0.657,Medium
SUP-0301,Germany,Sensors,50,1,71.1,137,0.975,86.0,6,0.238,72.7,0.81,1,1,1,1,9,0.243,2,1,0.228,1,0.106,Medium
SUP-0302,Germany,Passive Components,9,4,8.4,235,0.532,1062.0,13,0.062,64.0,1.44,5,0,1,0,38,0.35,1,0,0.665,1,0.113,Medium
SUP-0303,USA,Power Management,4,5,36.7,534,0.847,137.0,18,0.073,46.6,0.87,5,0,0,0,43,0.35,1,1,0.51,0,0.084,Medium
SUP-0304,India,Displays,2,2,57.4,827,0.637,1756.0,9,0.254,27.4,,1,1,1,1,25,0.198,2,1,0.135,0,0.494,Medium
SUP-0305,France,PCB,5,2,81.7,1123,0.877,455.0,7,0.038,68.5,0.11,2,0,0,0,12,0.26,1,0,0.508,1,0.033,Low
SUP-0306,Germany,Power Management,5,2,10.3,222,0.87,135.0,16,0.019,100.0,1.93,2,1,1,0,6,0.421,1,0,,0,0.044,Low
SUP-0307,Taiwan,Passive Components,1,2,328.8,567,0.652,344.0,30,0.104,90.4,0.26,4,1,0,0,21,0.281,3,1,0.519,2,0.746,Medium
SUP-0308,Thailand,Sensors,5,5,22.3,1280,0.736,124.0,43,0.156,87.3,0.2,2,0,0,0,13,0.179,2,0,0.507,0,0.329,Low
SUP-0309,Taiwan,Semiconductors,7,5,4.4,1633,0.5,2067.0,14,0.137,69.9,1.35,2,0,0,0,24,0.164,1,0,0.631,0,0.668,Medium
SUP-0310,Japan,Displays,15,2,46.4,375,0.5,940.0,31,0.188,72.2,3.18,3,1,1,0,14,0.217,2,2,0.504,0,0.136,High
SUP-0311,China,Connectors,12,3,57.5,309,0.946,13.0,29,0.009,16.5,0.86,6,1,1,0,14,0.556,3,1,0.547,0,0.624,Medium
SUP-0312,China,PCB,14,6,69.5,507,0.696,1476.0,41,0.084,80.3,0.78,2,1,1,1,23,0.286,2,1,0.335,0,0.608,Medium
SUP-0313,France,Passive Components,1,7,421.2,101,0.97,638.0,16,0.041,53.4,0.31,3,0,1,0,28,0.132,2,0,0.496,0,0.0,Low
SUP-0314,Mexico,Semiconductors,2,2,38.3,319,0.911,43.0,6,0.214,51.0,0.02,3,0,1,0,68,0.139,2,1,0.977,1,0.379,Medium
SUP-0315,Vietnam,Connectors,13,2,45.6,985,0.929,555.0,20,0.309,58.5,0.17,3,1,0,0,14,0.185,2,0,0.636,0,0.489,Low
SUP-0316,South Korea,Memory,7,1,10.4,871,0.969,521.0,10,0.05,57.9,0.7,3,0,1,1,34,0.538,2,0,0.654,0,0.353,Low
SUP-0317,China,Passive Components,1,7,186.9,291,0.768,123.0,13,0.015,50.6,0.13,4,1,1,0,121,0.29,2,0,0.471,0,0.552,Low
SUP-0318,China,Passive Components,19,1,72.0,523,0.856,710.0,16,0.044,65.3,1.72,1,1,1,1,35,0.371,2,0,0.521,0,0.679,Medium
SUP-0319,Taiwan,Connectors,17,3,29.1,149,0.865,46.0,16,0.016,53.8,0.17,2,1,0,1,64,0.32,0,1,0.554,1,0.641,Medium
SUP-0320,Germany,Semiconductors,9,1,3.1,938,0.797,336.0,21,0.058,67.0,0.59,0,1,1,0,10,0.333,0,0,0.775,1,0.077,Low
SUP-0321,India,Memory,1,1,476.6,367,0.773,5.0,30,0.116,35.3,0.57,2,1,0,0,9,0.333,3,1,0.84,0,0.513,Medium
SUP-0322,Vietnam,Power Management,17,2,8.7,289,0.5,1733.0,16,0.546,60.7,0.74,6,1,0,0,17,0.124,3,1,0.509,0,0.613,Medium
SUP-0323,Taiwan,Power Management,10,8,22.5,261,0.856,696.0,25,0.076,43.1,0.32,4,1,0,1,19,0.181,2,0,0.595,0,0.641,Medium
SUP-0324,UK,Sensors,18,1,93.5,374,0.766,86.0,20,0.037,52.2,1.65,3,1,0,0,58,0.189,1,0,0.553,0,0.225,Medium
SUP-0325,India,Semiconductors,16,3,9.1,235,0.848,209.0,35,0.027,67.9,0.47,4,1,1,1,9,0.202,0,1,0.752,0,0.331,Low
SUP-0326,Germany,Displays,19,1,5.8,888,0.848,88.0,17,0.028,32.9,0.96,2,0,1,1,18,0.244,1,0,0.694,0,0.138,Medium
SUP-0327,USA,PCB,8,1,2.3,251,0.869,728.0,19,0.032,48.6,0.81,0,0,0,1,58,0.428,2,0,0.582,3,0.188,Medium
SUP-0328,South Korea,Connectors,1,2,161.0,2728,0.684,30.0,16,0.215,76.4,0.1,3,0,1,1,24,0.123,1,1,0.802,0,0.248,Medium
SUP-0329,China,Sensors,13,2,24.1,2340,0.945,918.0,18,0.009,36.7,0.78,0,0,1,1,19,0.162,2,1,0.704,0,0.661,Medium
SUP-0330,South Korea,Memory,11,1,4406.8,138,0.91,1425.0,12,0.8,100.0,0.64,2,1,1,0,25,0.222,2,0,0.446,0,0.274,Low
SUP-0331,India,Connectors,16,2,12.3,438,0.987,564.0,11,0.111,89.1,1.83,3,0,1,0,6,0.189,2,1,0.602,0,0.413,Medium
SUP-0332,China,Connectors,2,1,13.7,184,0.926,120.0,31,0.118,55.1,1.7,3,1,1,0,6,0.493,3,0,0.565,0,0.532,Medium
SUP-0333,China,Semiconductors,2,2,23.4,272,0.81,223.0,10,0.066,49.3,0.13,3,1,1,0,4,0.169,3,0,0.402,0,0.596,Medium
SUP-0334,China,PCB,26,7,78.6,4460,0.9,324.0,16,0.176,69.0,0.07,6,1,0,1,24,0.586,2,0,0.555,0,0.607,Low
SUP-0335,China,Displays,16,6,27.0,278,0.658,464.0,36,0.096,36.1,0.28,2,1,0,0,50,0.503,0,1,0.828,1,0.54,Medium
SUP-0336,Mexico,Power Management,28,2,136.8,621,0.65,552.0,16,0.06,25.0,3.45,5,1,0,1,43,0.214,3,1,0.819,0,0.421,High
SUP-0337,Vietnam,Passive Components,17,3,12.6,772,0.5,404.0,33,0.046,55.8,0.02,6,0,1,1,63,0.401,1,0,0.783,0,0.47,Medium
SUP-0338,Japan,Passive Components,10,6,6.9,121,0.601,216.0,14,0.39,62.3,0.89,4,0,1,1,85,0.386,1,0,0.756,0,0.148,Medium
SUP-0339,China,Connectors,12,1,3.7,144,0.903,1108.0,10,0.052,66.9,0.75,3,0,1,0,23,0.319,3,0,0.642,0,0.612,Medium
SUP-0340,Japan,Power Management,26,4,1.9,94,0.776,42.0,7,0.086,52.7,0.83,3,1,0,0,18,0.164,1,0,0.48,1,0.3,Medium
SUP-0341,Japan,Power Management,10,6,25.1,139,0.802,314.0,44,0.065,90.5,0.2,2,0,1,0,87,0.271,2,0,0.713,0,0.214,Low
SUP-0342,China,PCB,12,1,34.8,13,0.958,747.0,10,0.014,35.1,,4,1,1,1,9,0.343,1,0,0.271,0,0.641,Medium
SUP-0343,Japan,Memory,2,1,21.2,775,0.681,31.0,31,0.031,42.2,0.45,6,1,1,0,6,0.354,2,1,0.466,0,0.128,Medium
